Scenario.name,css_2,css_3,css_4,right_bica,right_brita2,tph_2,tph_3,tph_4,tph_bica,tph_brita2,tph_brita1,tph_bmeia,tph_pedrisco,tph_po,percAbaixo32mm_rcz,efic_2dPN4,percAbaixo5mm_pedrisco,capC2_capC3,capBT4_alimPP4,RR_BT2,fcap_BT2,RR_BT3,fcap_BT3,RR_BT4,fcap_BT4,carga_BT2,carga_BT3,carga_BT4,tph_total
Scenario 1239,38,25,15,100,0,556.4912632,595.627869,121.5606506,0,0,120.2,35.8,112.8,160.7,54.23594942,83.20987052,19.60800272,0.934293528,0.422813277,3.665261199,1.089656148,1.983788904,0.902233248,3.087588186,0.911851349,99.99960176,99.99966834,99.97593899,429.5
Scenario 1240,38,25,15,100,100,556.4912632,595.6278691,120.2824875,0,111.7,116.3,35.5,114,164.2,54.23594942,83.17793411,19.96148659,0.934293528,0.691486045,3.665261199,1.089656148,1.983788904,0.902233248,3.842971517,0.902233248,99.99960176,99.99966834,99.97930073,541.7
Scenario 1241,38,25,16,0,0,556.4912632,502.1689711,127.4659272,93.3,0,103.4,29.6,91.1,145.4,45.03330129,85.34841395,18.25297716,1.108175326,0.49039406,3.665261199,1.089656148,1.964059751,0.905772544,2.955971979,0.910734505,99.99960176,100.0000504,99.96305967,462.8
Scenario 1242,38,25,16,0,100,556.4912632,502.1689711,126.2825913,93.3,93.7,99.1,29.5,92.8,149.5,45.03330129,85.24519994,18.67289497,1.108175326,0.772177032,3.665261199,1.089656148,1.964059751,0.905772544,3.564994481,0.902233248,99.99960176,100.0000504,99.96820172,557.9
Scenario 1243,38,25,16,100,0,556.4912632,595.627869,127.796134,0,0,124.6,35.2,111.1,159.7,54.23594942,83.32435457,19.60724494,0.934293528,0.436676081,3.665261199,1.089656148,1.983788904,0.902233248,2.777967856,0.913097782,99.99960176,99.99966834,99.96262458,430.6
Scenario 1244,38,25,16,100,100,556.4912632,595.6278691,126.2825914,0,115,119.9,35,112.9,163.9,54.23594942,83.25197663,19.9962679,0.934293528,0.722535598,3.665261199,1.089656148,1.983788904,0.902233248,3.482564918,0.902233248,99.99960176,99.99966834,99.96820176,546.7
Scenario 1245,38,25,17,0,0,556.4912632,502.1689711,130.6041986,93.3,0,106.4,28.7,88.5,143.4,45.03330129,85.54168112,18.21036497,1.108175326,0.491886611,3.665261199,1.089656148,1.964059751,0.905772544,2.705081355,0.911532873,99.99960176,100.0000504,99.95461724,460.3
Scenario 1246,38,25,17,0,100,556.4912632,502.1689711,129.2803138,93.3,97.2,101.5,28.8,90.9,148.2,45.03330129,85.38809061,18.66240166,1.108175326,0.785836072,3.665261199,1.089656148,1.964059751,0.905772544,3.279047454,0.902233248,99.99960176,100.0000504,99.9612383,559.9
Scenario 1247,38,25,17,100,0,556.4912632,595.627869,130.9219583,0,0,127.6,34.2,108.4,157.7,54.23594942,83.49648073,19.5630657,0.934293528,0.438720906,3.665261199,1.089656148,1.983788904,0.902233248,2.542261309,0.913754311,99.99960176,99.99966834,99.95421454,427.9
Scenario 1248,38,25,17,100,100,556.4912632,595.6278691,129.2803139,0,118.6,122.4,34.3,110.9,162.6,54.23594942,83.38014889,19.98120056,0.934293528,0.735469038,3.665261199,1.089656148,1.983788904,0.902233248,3.200210846,0.902233248,99.99960176,99.99966834,99.96123834,548.8
Scenario 1249,38,27,10,0,0,556.4912632,522.6655993,80.84963265,93.3,0,74,25,93.6,145.2,45.03330129,84.85711019,18.39788235,1.064717601,0.304421566,3.665261199,1.089656148,1.802852675,0.905772544,5.486805741,0.898258382,99.99960176,100.0000381,99.99988971,431.1
Scenario 1250,38,27,10,0,100,556.4912632,522.6655993,80.99195793,93.3,85.1,73.7,24.7,93,146.4,45.03330129,84.92594548,18.58401044,1.064717601,0.448844127,3.665261199,1.089656148,1.802852675,0.905772544,6.024567908,0.899839692,99.99960176,100.0000381,99.99988489,516.2
Scenario 1251,38,27,10,100,0,556.4912632,619.9368307,80.17362509,0,0,95.4,30.8,114.4,160.1,54.23594942,82.78970399,19.80802235,0.897658012,0.268004224,3.665261199,1.089656148,1.821193142,0.902233248,5.205104042,0.8907476,99.99960176,99.99928444,99.99990987,400.7
Scenario 1252,38,27,10,100,100,556.4912632,619.9368307,80.39461785,0,107.1,95.2,30.5,113.9,161.4,54.23594942,82.8636883,19.98519221,0.897658012,0.418746907,3.665261199,1.089656148,1.821193142,0.902233248,5.927802352,0.893202941,99.99960176,99.99928445,99.99990307,508.1
Scenario 1253,38,27,11,0,0,556.4912632,522.6655993,90.229823,93.3,0,77.6,26.8,95.1,146.8,45.03330129,84.83976033,18.3587242,1.064717601,0.338619826,3.665261199,1.089656148,1.802852675,0.905772544,5.06827694,0.902233248,99.99960176,100.0000381,99.99920238,439.6
Scenario 1254,38,27,11,0,100,556.4912632,522.6655993,90.30505552,93.3,85.8,77,26.4,94.7,148.3,45.03330129,84.8973586,18.57793128,1.064717601,0.500208859,3.665261199,1.089656148,1.802852675,0.905772544,5.594854373,0.902985601,99.99960176,100.0000381,99.9991933,525.5
Scenario 1255,38,27,11,100,0,556.4912632,619.9368307,89.75459728,0,0,99.1,32.6,116.1,161.7,54.23594942,82.77855363,19.77377133,0.897658012,0.299135545,3.665261199,1.089656148,1.821193142,0.902233248,4.80561341,0.897480822,99.99960176,99.99928444,99.99925934,409.5
Scenario 1256,38,27,11,100,100,556.4912632,619.9368307,89.94615484,0,107.8,98.5,32.2,115.7,163.3,54.23594942,82.84198963,19.98386699,0.897658012,0.468278071,3.665261199,1.089656148,1.821193142,0.902233248,5.503380346,0.899396446,99.99960176,99.99928445,99.99923846,517.5
Scenario 1257,38,27,12,0,0,556.4912632,522.6655993,99.32388001,93.3,0,82.5,28.3,95.4,147.5,45.03330129,84.8915034,18.35603473,1.064717601,0.37056476,3.665261199,1.089656148,1.802852675,0.905772544,4.516492005,0.9028981,99.99960176,100.0000381,99.99712414,447
Scenario 1258,38,27,12,0,100,556.4912632,522.6655993,99.32825765,93.3,87,81.5,27.9,95.3,149.4,45.03330129,84.92761718,18.61343584,1.064717601,0.549704907,3.665261199,1.089656148,1.802852675,0.905772544,5.058288506,0.902937469,99.99960176,100.0000381,99.99717129,534.4
Scenario 1259,38,27,12,100,0,556.4912632,619.9368307,99.52791669,0,0,104.2,34.1,116.6,162.6,54.23594942,82.81833011,19.77600937,0.897658012,0.329925974,3.665261199,1.089656148,1.821193142,0.902233248,4.274999012,0.904753491,99.99960176,99.99928444,99.99705706,417.5
Scenario 1260,38,27,12,100,100,556.4912632,619.9368307,99.25081237,0,109,103,33.7,116.4,164.6,54.23594942,82.87153171,20.0166359,0.897658012,0.516286287,3.665261199,1.089656148,1.821193142,0.902233248,4.97039179,0.902233248,99.99960176,99.99928445,99.99719447,526.7
Scenario 1261,38,27,13,0,0,556.4912632,522.6655993,108.5016025,93.3,0,88.4,29.5,95.1,147.8,45.03330129,84.98561875,18.34442922,1.064717601,0.401743129,3.665261199,1.089656148,1.802852675,0.905772544,4.063810039,0.904178333,99.99960176,100.0000381,99.99218729,454.1
Scenario 1262,38,27,13,0,100,556.4912632,522.6655993,108.3456286,93.3,88.5,86.7,29.1,95.3,150.2,45.03330129,84.9943053,18.64331024,1.064717601,0.598931079,3.665261199,1.089656148,1.802852675,0.905772544,4.58028331,0.902875443,99.99960176,100.0000381,99.99253166,543.1
Scenario 1263,38,27,13,100,0,556.4912632,619.9368307,108.8059725,0,0,110.2,35.4,116.2,162.9,54.23594942,82.91041016,19.75972152,0.897658012,0.358193284,3.665261199,1.089656148,1.821193142,0.902233248,3.846925039,0.906716619,99.99960176,99.99928444,99.99198063,424.7
Scenario 1264,38,27,13,100,100,556.4912632,619.9368307,108.2686125,0,110.6,108.3,34.9,116.4,165.3,54.23594942,82.93989008,20.03829712,0.897658012,0.562589859,3.665261199,1.089656148,1.821193142,0.902233248,4.500475713,0.902233248,99.99960176,99.99928445,99.99257575,535.5
Scenario 1265,38,27,14,0,0,556.4912632,522.6655993,114.7131822,93.3,0,94.2,30.2,93.5,147,45.03330129,85.16323738,18.29075373,1.064717601,0.421312722,3.665261199,1.089656148,1.802852675,0.905772544,3.749404359,0.905683363,99.99960176,100.0000381,99.98615168,458.2
Scenario 1266,38,27,14,0,100,556.4912632,522.6655993,114.3500502,93.3,90.2,91.7,29.8,94.1,149.9,45.03330129,85.1394158,18.62532677,1.064717601,0.63135619,3.665261199,1.089656148,1.802852675,0.905772544,4.247688209,0.90280734,99.99960176,100.0000381,99.98715106,549
Scenario 1267,38,27,14,100,0,556.4912632,619.9368307,115.0405336,0,0,116.1,36.1,114.5,162,54.23594942,83.07451068,19.70498676,0.897658012,0.375933954,3.665261199,1.089656148,1.821193142,0.902233248,3.550503925,0.908270744,99.99960176,99.99928444,99.98583503,428.7
Scenario 1268,38,27,14,100,100,556.4912632,619.9368307,114.277397,0,112.3,113.3,35.7,115.1,164.9,54.23594942,83.07423987,20.01664134,0.897658012,0.593127175,3.665261199,1.089656148,1.821193142,0.902233248,4.174042749,0.902233248,99.99960176,99.99928445,99.98720492,541.3
Scenario 1269,38,27,15,0,0,556.4912632,522.6655993,120.9347823,93.3,0,99,30,92.2,146.4,45.03330129,85.27566545,18.29804783,1.064717601,0.438645105,3.665261199,1.089656148,1.802852675,0.905772544,3.399984039,0.907146298,99.99960176,100.0000381,99.97707249,460.9
Scenario 1270,38,27,15,0,100,556.4912632,522.6655993,120.3324252,93.3,92.5,95.7,29.8,93.3,149.8,45.03330129,85.21681485,18.66632545,1.064717601,0.662640689,3.665261199,1.089656148,1.802852675,0.905772544,3.97835781,0.902607909,99.99960176,100.0000381,99.97929181,554.4
Scenario 1271,38,27,15,100,0,556.4912632,619.9368307,121.2742212,0,0,121,35.9,113.2,161.4,54.23594942,83.17962008,19.70612298,0.897658012,0.391786896,3.665261199,1.089656148,1.821193142,0.902233248,3.208871707,0.909696399,99.99960176,99.99928444,99.97664069,431.5
Scenario 1272,38,27,15,100,100,556.4912632,619.9368307,120.2824874,0,114.6,117.4,35.6,114.3,164.9,54.23594942,83.14742741,20.04912795,0.897658012,0.622712714,3.665261199,1.089656148,1.821193142,0.902233248,3.899465115,0.902233248,99.99960176,99.99928445,99.97930069,546.8
Scenario 1273,38,27,16,0,0,556.4912632,522.6655993,127.1385745,93.3,0,103.3,29.5,90.7,145.5,45.03330129,85.39536726,18.30784416,1.064717601,0.453100513,3.665261199,1.089656148,1.802852675,0.905772544,3.061759418,0.908384992,99.99960176,100.0000381,99.96422643,462.3
Scenario 1274,38,27,16,0,100,556.4912632,522.6655993,126.2877577,93.3,95.7,99.3,29.4,92.4,149.6,45.03330129,85.29383354,18.71280228,1.064717601,0.692416355,3.665261199,1.089656148,1.802852675,0.905772544,3.611868972,0.902268727,99.99960176,100.0000381,99.96836047,559.7
Scenario 1275,38,27,16,100,0,556.4912632,619.9368307,127.4809186,0,0,125.4,35.3,111.5,160.5,54.23594942,83.29027625,19.70901181,0.897658012,0.405217855,3.665261199,1.089656148,1.821193142,0.902233248,2.889851021,0.910835868,99.99960176,99.99928444,99.96369066,432.7
Scenario 1276,38,27,16,100,100,556.4912632,619.9368307,126.2825912,0,117.9,121,35.2,113.3,164.6,54.23594942,83.21946311,20.08634726,0.897658012,0.651025638,3.665261199,1.089656148,1.821193142,0.902233248,3.535989246,0.902233248,99.99960176,99.99928445,99.96820167,552
Scenario 1277,38,27,17,0,0,556.4912632,522.6655993,130.261594,93.3,0,106.2,28.6,88.2,143.7,45.03330129,85.58418319,18.2694227,1.064717601,0.455347441,3.665261199,1.089656148,1.802852675,0.905772544,2.80446685,0.909128998,99.99960176,100.0000381,99.95601534,460
Scenario 1278,38,27,17,0,100,556.4912632,522.6655993,129.2803235,93.3,99.1,101.7,28.7,90.5,148.3,45.03330129,85.43477956,18.70525863,1.064717601,0.705132236,3.665261199,1.089656148,1.802852675,0.905772544,3.324120678,0.902233248,99.99960176,100.0000381,99.96124579,561.6
Scenario 1279,38,27,17,100,0,556.4912632,619.9368307,130.5962272,0,0,128.3,34.4,108.8,158.6,54.23594942,83.4579899,19.6682277,0.897658012,0.407794911,3.665261199,1.089656148,1.821193142,0.902233248,2.64715022,0.911469384,99.99960176,99.99928444,99.95547842,430.1
Scenario 1280,38,27,17,100,100,556.4912632,619.9368307,129.2803137,0,121.4,123.4,34.5,111.3,163.3,54.23594942,83.34522447,20.07378372,0.897658012,0.663113674,3.665261199,1.089656148,1.821193142,0.902233248,3.251007838,0.902233248,99.99960176,99.99928445,99.96123821,553.9
Scenario 1281,40,13,10,0,0,578.8532995,319.1077522,82.07888443,96.8,0,55.3,22.8,90.6,136.2,42.26352336,84.39932036,18.28490703,1.813974419,0.853805408,3.530262714,1.090024341,5.676650093,0.917490315,3.638352012,0.911916011,99.99930427,99.99999278,99.99985094,401.7
Scenario 1282,40,13,10,0,100,578.8532995,319.1077522,80.74357484,96.8,47,54.8,22.3,89.3,137.2,42.26352336,84.54313796,18.52561359,1.813974419,1.646260837,3.530262714,1.090024341,5.676650093,0.917490315,5.148349697,0.897080021,99.99930427,99.99999278,99.99989348,447.4
Scenario 1283,40,13,10,100,0,578.8532995,373.7080019,80.45127499,0,0,67.5,25.9,101.7,143.5,51.91076675,83.19377554,19.04156518,1.548945424,0.697618853,3.530262714,1.090024341,5.443480041,0.902233248,3.535553545,0.893832474,99.99930427,100.0000064,99.99989651,338.6
Scenario 1284,40,13,10,100,100,578.8532995,373.7080019,79.62314387,0,59.5,67.1,25.5,100.6,144.7,51.91076675,83.31774762,19.26195753,1.548945424,1.428358149,3.530262714,1.090024341,5.443480041,0.902233248,4.846900293,0.884631497,99.99930427,100.0000064,99.99992443,397.4
Scenario 1285,40,13,11,0,0,578.8532995,319.1077522,92.05290082,96.8,0,59.3,24.7,92.2,137.5,42.26352336,84.39167581,18.19814138,1.813974419,0.947645239,3.530262714,1.090024341,5.676650093,0.917490315,3.345909837,0.920465619,99.99930427,99.99999278,99.99888672,410.5
Scenario 1286,40,13,11,0,100,578.8532995,319.1077522,90.229823,96.8,47.7,58.3,24,91,138.9,42.26352336,84.52353976,18.48874914,1.813974419,1.836103958,3.530262714,1.090024341,5.676650093,0.917490315,4.768497132,0.902233248,99.99930427,99.99999278,99.99920239,456.7
Scenario 1287,40,13,11,100,0,578.8532995,373.7080019,90.23060861,0,0,71.5,27.9,103.2,144.8,51.91076675,83.19370893,18.96159923,1.548945424,0.775707608,3.530262714,1.090024341,5.443480041,0.902233248,3.252523776,0.90224153,99.99930427,100.0000064,99.99915515,347.4
Scenario 1288,40,13,11,100,100,578.8532995,373.7080019,89.09131285,0,60.2,70.5,27.3,102.3,146.4,51.91076675,83.30479826,19.22773882,1.548945424,1.595475866,3.530262714,1.090024341,5.443480041,0.902233248,4.487970579,0.890847745,99.99930427,100.0000064,99.99933951,406.7
Scenario 1289,40,13,12,0,0,578.8532995,319.1077522,101.7575001,96.8,0,65.1,26.4,92.3,137.9,42.26352336,84.46726507,18.14601367,1.813974419,1.028083198,3.530262714,1.090024341,5.676650093,0.917490315,2.946360785,0.925032254,99.99930427,99.99999278,99.99588435,418.5
Scenario 1290,40,13,12,0,100,578.8532995,319.1077522,99.25081239,96.8,49,63,25.5,91.4,139.8,42.26352336,84.57292157,18.49394513,1.813974419,2.012654359,3.530262714,1.090024341,5.676650093,0.917490315,4.353472743,0.902233248,99.99930427,99.99999278,99.99719449,465.5
Scenario 1291,40,13,12,100,0,578.8532995,373.7080019,100.3382045,0,0,77.3,29.5,103.5,145.4,51.91076675,83.25407666,18.92056243,1.548945424,0.849166993,3.530262714,1.090024341,5.443480041,0.902233248,2.86483627,0.912124139,99.99930427,100.0000064,99.99653434,355.7
Scenario 1292,40,13,12,100,100,578.8532995,373.7080019,98.68466093,0,61.6,75.4,28.8,102.9,147.5,51.91076675,83.34101399,19.23929977,1.548945424,1.761796855,3.530262714,1.090024341,5.443480041,0.902233248,4.021021779,0.897085032,99.99930427,100.0000064,99.99737864,416.2
Scenario 1293,40,13,13,0,0,578.8532995,319.1077522,111.6224558,96.8,0,72.1,27.7,91.6,137.6,42.26352336,84.59848764,18.07854717,1.813974419,1.10034512,3.530262714,1.090024341,5.676650093,0.917490315,2.644600597,0.930218593,99.99930427,99.99999278,99.98861877,425.8
Scenario 1294,40,13,13,0,100,578.8532995,319.1077522,108.2686126,96.8,50.7,68.6,26.8,91.2,140.3,42.26352336,84.6628558,18.49283511,1.813974419,2.185674422,3.530262714,1.090024341,5.676650093,0.917490315,3.921713757,0.902233248,99.99930427,99.99999278,99.99257585,474.4
Scenario 1295,40,13,13,100,0,578.8532995,373.7080019,110.7122616,0,0,84.3,30.9,103,145.3,51.91076675,83.36468956,18.86540813,1.548945424,0.917748621,3.530262714,1.090024341,5.443480041,0.902233248,2.574690496,0.922623518,99.99930427,100.0000064,99.9896881,363.5
Scenario 1296,40,13,13,100,100,578.8532995,373.7080019,108.2686129,0,63.3,81.1,30.1,102.9,148.1,51.91076675,83.41784211,19.24247576,1.548945424,1.925106371,3.530262714,1.090024341,5.443480041,0.902233248,3.674539487,0.902233248,99.99930427,100.0000064,99.99257614,425.5
Scenario 1297,40,13,14,0,0,578.8532995,319.1077522,118.3852866,96.8,0,79.1,28.5,89.5,136.1,42.26352336,84.82730111,17.97599531,1.813974419,1.136385019,3.530262714,1.090024341,5.676650093,0.917490315,2.420867106,0.93473552,99.99930427,99.99999278,99.97971621,430
Scenario 1298,40,13,14,0,100,578.8532995,319.1077522,114.2773973,96.8,52.5,74,27.5,89.7,139.6,42.26352336,84.83344509,18.45159295,1.813974419,2.295784527,3.530262714,1.090024341,5.676650093,0.917490315,3.621285706,0.902233248,99.99930427,99.99999278,99.9872052,480.1
Scenario 1299,40,13,14,100,0,578.8532995,373.7080019,117.3647273,0,0,91.2,31.6,100.9,143.9,51.91076675,83.57598801,18.76949593,1.548945424,0.951610652,3.530262714,1.090024341,5.443480041,0.902233248,2.359193043,0.926658121,99.99930427,100.0000064,99.98180523,367.6
Scenario 1300,40,13,14,100,100,578.8532995,373.7080019,114.2774023,0,65.1,86.5,30.8,101.4,147.4,51.91076675,83.58027622,19.19858476,1.548945424,2.023161419,3.530262714,1.090024341,5.443480041,0.902233248,3.396431802,0.902233248,99.99930427,100.0000064,99.98720958,431.2
Scenario 1301,40,13,15,0,0,578.8532995,319.1077522,124.8990866,96.8,0,85.1,28.1,87.5,134.8,42.26352336,84.99213191,17.9445634,1.813974419,1.153011887,3.530262714,1.090024341,5.676650093,0.917490315,2.15470886,0.93697239,99.99930427,99.99999278,99.96753648,432.3
Scenario 1302,40,13,15,0,100,578.8532995,319.1077522,120.2824881,96.8,55.2,78.5,27.3,88.6,139.2,42.26352336,84.93493837,18.47070836,1.813974419,2.390161059,3.530262714,1.090024341,5.676650093,0.917490315,3.317997046,0.902233248,99.99930427,99.99999278,99.97930127,485.6
Scenario 1303,40,13,15,100,0,578.8532995,373.7080019,123.6863659,0,0,97.1,31.2,98.8,142.6,51.91076675,83.72837391,18.7387589,1.548945424,0.97034124,3.530262714,1.090024341,5.443480041,0.902233248,2.103330999,0.927842062,99.99930427,100.0000064,99.97105932,369.7
Scenario 1304,40,13,15,100,100,578.8532995,373.7080019,120.2825353,0,67.8,91,30.7,100.3,146.9,51.91076675,83.6779383,19.21235909,1.548945424,2.108481985,3.530262714,1.090024341,5.443480041,0.902233248,3.105874125,0.902233248,99.99930427,100.0000064,99.97934044,436.7
Scenario 1305,40,13,16,0,0,578.8532995,319.1077522,131.1037804,96.8,0,90.5,27.2,85.1,133.1,42.26352336,85.17192344,17.92043257,1.813974419,1.149001124,3.530262714,1.090024341,5.676650093,0.917490315,1.948056625,0.936827596,99.99930427,99.99999278,99.95229297,432.7
Scenario 1306,40,13,16,0,100,578.8532995,319.1077522,126.2826302,96.8,58.9,82.4,26.9,87.3,138.5,42.26352336,85.04020319,18.49229693,1.813974419,2.463833978,3.530262714,1.090024341,5.676650093,0.917490315,2.97851349,0.902233248,99.99930427,99.99999278,99.96823249,490.8
Scenario 1307,40,13,16,100,0,578.8532995,373.7080019,129.6953411,0,0,102.2,30.4,96.5,140.9,51.91076675,83.89296627,18.71329889,1.548945424,0.973227503,3.530262714,1.090024341,5.443480041,0.902233248,1.90342679,0.926712927,99.99930427,100.0000064,99.95772806,370
Scenario 1308,40,13,16,100,100,578.8532995,373.7080019,126.2830619,0,71.6,94.9,30.2,98.9,146.2,51.91076675,83.77858292,19.22827956,1.548945424,2.177053945,3.530262714,1.090024341,5.443480041,0.902233248,2.785741072,0.902233248,99.99930427,100.0000064,99.96857426,441.8
Scenario 1309,40,13,17,0,0,578.8532995,319.1077522,133.8941774,96.8,0,94,26,81.8,130.5,42.26352336,85.4231782,17.86506802,1.813974419,1.111170097,3.530262714,1.090024341,5.676650093,0.917490315,1.792976087,0.934584482,99.99930427,99.99999278,99.94502547,429.1
Scenario 1310,40,13,17,0,100,578.8532995,319.1077522,129.4531647,96.8,63,85,26,85,136.8,42.26352336,85.21068199,18.4666141,1.813974419,2.469781638,3.530262714,1.090024341,5.676650093,0.917490315,2.686131124,0.903451357,99.99930427,99.99999278,99.95993256,492.6
Scenario 1311,40,13,17,100,0,578.8532995,373.7080019,132.3387302,0,0,105.6,29.2,93.1,138.3,51.91076675,84.11965211,18.65633755,1.548945424,0.947476984,3.530262714,1.090024341,5.443480041,0.902233248,1.753445282,0.92366571,99.99930427,100.0000064,99.95170322,366.2
Scenario 1312,40,13,17,100,100,578.8532995,373.7080019,129.5765232,0,75.8,97.6,29.3,96.6,144.5,51.91076675,83.93509199,19.20075573,1.548945424,2.188692112,3.530262714,1.090024341,5.443480041,0.902233248,2.514344674,0.904314407,99.99930427,100.0000064,99.95969672,443.8
Scenario 1313,40,15,10,0,0,578.8532995,359.3555795,81.80881711,96.8,0,62.6,24.3,95.1,141.8,42.26352336,84.23813811,18.46721165,1.610809272,0.697892019,3.530262714,1.090024341,4.933093033,0.917490315,3.633035734,0.908915398,99.99930427,99.99999353,99.99986198,420.6
Scenario 1314,40,15,10,0,100,578.8532995,359.3555795,80.76850418,96.8,57,62.1,23.9,93.9,142.8,42.26352336,84.36474841,18.69029753,1.610809272,1.343212299,3.530262714,1.090024341,4.933093033,0.917490315,5.10502785,0.897356999,99.99930427,99.99999353,99.99989263,476.5
Scenario 1315,40,15,10,100,0,578.8532995,420.8424151,80.31702203,0,0,76.3,27.9,107.8,150.2,51.91076675,82.91081118,19.32222503,1.375463306,0.578823567,3.530262714,1.090024341,4.728400575,0.902233248,3.538810353,0.892340848,99.99930427,100.0000232,99.99990146,362.2
Scenario 1316,40,15,10,100,100,578.8532995,420.8424151,79.72514762,0,71,75.9,27.5,106.8,151.4,51.91076675,83.02098707,19.52793434,1.375463306,1.178768856,3.530262714,1.090024341,4.728400575,0.902233248,4.821512245,0.885764805,99.99930427,100.0000232,99.99992179,432.6
Scenario 1317,40,15,11,0,0,578.8532995,359.3555795,91.67077339,96.8,0,66.6,26.2,96.7,143.1,42.26352336,84.23025565,18.39017575,1.610809272,0.77544742,3.530262714,1.090024341,4.933093033,0.917490315,3.34394215,0.916643926,99.99930427,99.99999353,99.99896108,429.4
Scenario 1318,40,15,11,0,100,578.8532995,359.3555795,90.229823,96.8,57.7,65.6,25.6,95.6,144.6,42.26352336,84.34487485,18.65867015,1.610809272,1.498185132,3.530262714,1.090024341,4.933093033,0.917490315,4.729523048,0.902233248,99.99930427,99.99999353,99.99920239,485.9
Scenario 1319,40,15,11,100,0,578.8532995,420.8424151,90.04506012,0,0,80.3,29.8,109.3,151.5,51.91076675,82.90956699,19.25130419,1.375463306,0.644339016,3.530262714,1.090024341,4.728400575,0.902233248,3.257742253,0.90038588,99.99930427,100.0000232,99.99918826,370.9
Scenario 1320,40,15,11,100,100,578.8532995,420.8424151,89.20402931,0,71.8,79.4,29.3,108.5,153.1,51.91076675,83.00721554,19.4991371,1.375463306,1.317060628,3.530262714,1.090024341,4.728400575,0.902233248,4.465579547,0.89197494,99.99930427,100.0000232,99.99932684,442.1
Scenario 1321,40,15,12,0,0,578.8532995,359.3555795,101.2605433,96.8,0,72.2,27.9,96.8,143.5,42.26352336,84.30193664,18.34580335,1.610809272,0.843654165,3.530262714,1.090024341,4.933093033,0.917490315,2.949786219,0.920512057,99.99930427,99.99999353,99.99616495,437.2
Scenario 1322,40,15,12,0,100,578.8532995,359.3555795,99.25081239,96.8,59,70.4,27.1,96,145.5,42.26352336,84.39143089,18.6660729,1.610809272,1.643304623,3.530262714,1.090024341,4.933093033,0.917490315,4.24415634,0.902233248,99.99930427,99.99999353,99.99719449,494.8
Scenario 1323,40,15,12,100,0,578.8532995,420.8424151,100.0763958,0,0,86,31.5,109.6,152.1,51.91076675,82.96651377,19.21684284,1.375463306,0.706927897,3.530262714,1.090024341,4.728400575,0.902233248,2.873483278,0.909742845,99.99930427,100.0000232,99.99667976,379.2
Scenario 1324,40,15,12,100,100,578.8532995,420.8424151,98.80740352,0,73.1,84.2,30.8,109.2,154.2,51.91076675,83.04114197,19.51279658,1.375463306,1.455125149,3.530262714,1.090024341,4.728400575,0.902233248,4.003178234,0.898201165,99.99930427,100.0000232,99.99733958,451.5
Scenario 1325,40,15,13,0,0,578.8532995,359.3555795,111.0065908,96.8,0,79.1,29.2,96.1,143.3,42.26352336,84.42522318,18.287481,1.610809272,0.906662871,3.530262714,1.090024341,4.933093033,0.917490315,2.651089255,0.92507922,99.99930427,99.99999353,99.98937437,444.5
Scenario 1326,40,15,13,0,100,578.8532995,359.3555795,108.2686126,96.8,60.7,75.9,28.3,95.8,146,42.26352336,84.47708957,18.66686281,1.610809272,1.786069862,3.530262714,1.090024341,4.933093033,0.917490315,3.835632552,0.902233248,99.99930427,99.99999353,99.99257583,503.5
Scenario 1327,40,15,13,100,0,578.8532995,420.8424151,110.3331626,0,0,92.9,32.8,109.2,152.1,51.91076675,83.07110395,19.16891058,1.375463306,0.76624123,3.530262714,1.090024341,4.728400575,0.902233248,2.585000795,0.919459435,99.99930427,100.0000232,99.99021567,387
Scenario 1328,40,15,13,100,100,578.8532995,420.8424151,108.2686126,0,74.8,89.9,32.1,109.1,154.8,51.91076675,83.11683445,19.5159067,1.375463306,1.589186782,3.530262714,1.090024341,4.728400575,0.902233248,3.617873148,0.902233248,99.99930427,100.0000232,99.9925758,460.7
Scenario 1329,40,15,14,0,0,578.8532995,359.3555795,117.6925476,96.8,0,85.9,29.9,94,142,42.26352336,84.64028582,18.193398,1.610809272,0.940889019,3.530262714,1.090024341,4.933093033,0.917490315,2.43635805,0.929254208,99.99930427,99.99999353,99.98096934,448.6
Scenario 1330,40,15,14,0,100,578.8532995,359.3555795,114.2773972,96.8,62.5,81.3,29.1,94.4,145.3,42.26352336,84.6410103,18.62671814,1.610809272,1.877758498,3.530262714,1.090024341,4.933093033,0.917490315,3.552124973,0.902233248,99.99930427,99.99999353,99.98720514,509.4
Scenario 1331,40,15,14,100,0,578.8532995,420.8424151,116.8455077,0,0,99.6,33.5,107,150.7,51.91076675,83.27175757,19.07915192,1.375463306,0.796924042,3.530262714,1.090024341,4.728400575,0.902233248,2.37625644,0.922550674,99.99930427,100.0000232,99.9826643,390.8
Scenario 1332,40,15,14,100,100,578.8532995,420.8424151,114.2813353,0,76.6,95.3,32.8,107.6,154.1,51.91076675,83.2723406,19.47350539,1.375463306,1.671485596,3.530262714,1.090024341,4.728400575,0.902233248,3.350967334,0.90226496,99.99930427,100.0000232,99.9871364,466.4
Scenario 1333,40,15,15,0,0,578.8532995,359.3555795,124.1849445,96.8,0,91.7,29.6,92.2,140.7,42.26352336,84.79331949,18.16602947,1.610809272,0.961439985,3.530262714,1.090024341,4.933093033,0.917490315,2.171082811,0.931599359,99.99930427,99.99999353,99.96921635,451
