Scenario.name,css_2,css_3,css_4,right_bica,right_brita2,tph_2,tph_3,tph_4,tph_bica,tph_brita2,tph_brita1,tph_bmeia,tph_pedrisco,tph_po,percAbaixo32mm_rcz,efic_2dPN4,percAbaixo5mm_pedrisco,capC2_capC3,capBT4_alimPP4,RR_BT2,fcap_BT2,RR_BT3,fcap_BT3,RR_BT4,fcap_BT4,carga_BT2,carga_BT3,carga_BT4,tph_total
Scenario 0237,30,27,13,0,0,478.3940744,681.8160171,108.711589,80.9,0,117.8,36.3,118.8,178,59.42620876,83.61681996,20.27948032,0.70164687,0.320237799,4.518258816,1.088248617,1.495312781,0.862959706,3.827362403,0.905928725,99.99997753,99.99712639,99.99213127,531.8
Scenario 0238,30,27,13,0,100,478.3940744,681.8158204,108.2686125,80.9,123.7,115.9,35.8,119,180.4,59.42620876,83.62903154,20.55180665,0.701647072,0.503458271,4.518258816,1.088248617,1.495312781,0.862959706,4.480703776,0.902233248,99.99997753,99.99709755,99.99257574,655.7
Scenario 0239,30,27,13,100,0,478.3940744,800,109.018853,0,0,144.6,43.5,145.6,195.2,66.25991085,81.32883525,21.78565635,0.597992593,0.286927766,4.518258816,1.088248617,1.468165413,0.864708804,3.591482544,0.908491588,99.99997753,98.56875706,99.99187441,528.9
Scenario 0240,30,27,13,100,100,478.3940744,800,108.2686125,0,151,142.5,43,145.7,197.6,66.25991085,81.35657188,22.03487873,0.597992593,0.474474482,4.518258816,1.088248617,1.468165413,0.864708804,4.381343601,0.902233248,99.99997753,98.56875706,99.99257575,679.8
Scenario 0241,30,27,14,0,0,478.3940744,681.8160171,114.9138957,80.9,0,123.6,37,117.1,177.2,59.42620876,83.77432335,20.23132977,0.70164687,0.3362941,4.518258816,1.088248617,1.495312781,0.862959706,3.533818521,0.907268079,99.99997753,99.99712639,99.98614688,535.8
Scenario 0242,30,27,14,0,100,478.3940744,681.8158204,114.277397,80.9,125.4,120.9,36.5,117.7,180,59.42620876,83.75651176,20.5345239,0.701647072,0.53085028,4.518258816,1.088248617,1.495312781,0.862959706,4.156010954,0.902233248,99.99997753,99.99709755,99.98720491,661.4
Scenario 0243,30,27,14,100,0,478.3940744,800,115.2353645,0,0,150.5,44.2,143.8,194.3,66.25991085,81.47551771,21.7368601,0.597992593,0.301478095,4.518258816,1.088248617,1.468165413,0.864708804,3.316725974,0.909809754,99.99997753,98.56875706,99.9857496,532.8
Scenario 0244,30,27,14,100,100,478.3940744,800,114.277397,0,152.7,147.6,43.7,144.4,197.2,66.25991085,81.47577717,22.01443635,0.597992593,0.500313035,4.518258816,1.088248617,1.468165413,0.864708804,4.064216811,0.902233248,99.99997753,98.56875706,99.98720493,685.6
Scenario 0245,30,27,15,0,0,478.3940744,681.8160171,121.1158611,80.9,0,128.5,36.7,115.7,176.5,59.42620876,83.87585473,20.23676238,0.70164687,0.350834262,4.518258816,1.088248617,1.495312781,0.862959706,3.196891152,0.908503467,99.99997753,99.99712639,99.97719632,538.3
Scenario 0246,30,27,15,0,100,478.3940744,681.8158204,120.2824874,80.9,127.8,125.1,36.5,116.9,179.9,59.42620876,83.82543611,20.56927893,0.701647072,0.557475909,4.518258816,1.088248617,1.495312781,0.862959706,3.882540042,0.902233248,99.99997753,99.99709755,99.97930065,667.1
Scenario 0247,30,27,15,100,0,478.3940744,800,121.4453381,0,0,155.4,44,142.3,193.7,66.25991085,81.57094643,21.73689668,0.597992593,0.31475056,4.518258816,1.088248617,1.468165413,0.864708804,2.991490027,0.910979976,99.99997753,98.56875706,99.97664035,535.4
Scenario 0248,30,27,15,100,100,478.3940744,800,120.2824874,0,155.1,151.7,43.6,143.5,197.1,66.25991085,81.54179955,22.04129157,0.597992593,0.525446713,4.518258816,1.088248617,1.468165413,0.864708804,3.787517906,0.902233248,99.99997753,98.56875706,99.97930069,691
Scenario 0249,30,27,16,0,0,478.3940744,681.8160171,127.2949949,80.9,0,132.8,36.2,114.1,175.6,59.42620876,83.98435943,20.24409359,0.70164687,0.363421899,4.518258816,1.088248617,1.495312781,0.862959706,2.880191916,0.909499486,99.99997753,99.99712639,99.96456768,539.6
Scenario 0250,30,27,16,0,100,478.3940744,681.8158204,126.2825911,80.9,131,128.6,36.1,115.9,179.7,59.42620876,83.89448964,20.60875167,0.701647072,0.583076637,4.518258816,1.088248617,1.495312781,0.862959706,3.520666769,0.902233248,99.99997753,99.99709755,99.96820159,672.2
Scenario 0251,30,27,16,100,0,478.3940744,800,127.6278125,0,0,159.8,43.3,140.5,192.7,66.25991085,81.67184266,21.73820142,0.597992593,0.326379636,4.518258816,1.088248617,1.468165413,0.864708804,2.6953707,0.911883989,99.99997753,98.56875706,99.96384614,536.3
Scenario 0252,30,27,16,100,100,478.3940744,800,126.2825912,0,158.5,155.3,43.2,142.5,196.8,66.25991085,81.60752165,22.07195453,0.597992593,0.549637941,4.518258816,1.088248617,1.468165413,0.864708804,3.431359975,0.902233248,99.99997753,98.56875706,99.96820166,696.3
Scenario 0253,30,27,17,0,0,478.3940744,681.8160171,130.3962297,80.9,0,135.7,35.2,111.4,173.8,59.42620876,84.15211875,20.20941291,0.70164687,0.366379978,4.518258816,1.088248617,1.495312781,0.862959706,2.63923757,0.910063744,99.99997753,99.99712639,99.95655475,537
Scenario 0254,30,27,17,0,100,478.3940744,681.8158204,129.2803136,80.9,134.6,131,35.3,113.9,178.4,59.42620876,84.01989331,20.60025208,0.701647072,0.594215006,4.518258816,1.088248617,1.495312781,0.862959706,3.236997228,0.902233248,99.99997753,99.99709755,99.9612381,674.1
Scenario 0255,30,27,17,100,0,478.3940744,800,130.724471,0,0,162.7,42.4,137.8,190.9,66.25991085,81.82253359,21.7016742,0.597992593,0.329410844,4.518258816,1.088248617,1.468165413,0.864708804,2.470128203,0.912361739,99.99997753,98.56875706,99.95577386,533.8
Scenario 0256,30,27,17,100,100,478.3940744,800,129.2803137,0,162.1,157.7,42.5,140.4,195.5,66.25991085,81.72076886,22.05928463,0.597992593,0.560209786,4.518258816,1.088248617,1.468165413,0.864708804,3.152673491,0.902233248,99.99997753,98.56875706,99.96123818,698.2
Scenario 0257,32,13,10,0,0,495.1707876,405.7028155,81.70489428,83.6,0,71.2,26.4,103.4,153.2,55.34393333,83.7074179,19.38613978,1.220525884,0.614223267,4.245651388,1.088569413,4.345178455,0.892117914,3.575859323,0.907760839,99.999948,100.0000153,99.9998567,437.8
Scenario 0258,32,13,10,0,100,495.1707876,405.7028149,80.8393842,83.6,66.7,70.7,26,102.3,154.3,55.34393333,83.82048259,19.60018235,1.220525886,1.220437158,4.245651388,1.088569413,4.345178455,0.892117914,4.940625336,0.898144522,99.999948,100.0000152,99.99988942,503.6
Scenario 0259,32,13,10,100,0,495.1707876,482.2240192,80.20020812,0,0,87.8,30.8,119.4,164.4,62.85776881,82.20784699,20.41552838,1.026848037,0.501643652,4.245651388,1.088569413,4.258728602,0.89172074,3.492465958,0.891042978,99.999948,100.0000604,99.99990598,402.4
Scenario 0260,32,13,10,100,100,495.1707876,482.2240192,80.00905785,0,83.8,87.4,30.5,118.6,165.7,62.85776881,82.29804221,20.61371102,1.026848037,1.052572571,4.245651388,1.088569413,4.258728602,0.89172074,4.628100631,0.888919181,99.999948,100.0000604,99.99991415,486
Scenario 0261,32,13,11,0,0,495.1707876,405.7028149,91.43217471,83.6,0,75.1,28.3,104.9,154.5,55.34393333,83.70269557,19.30870629,1.220525886,0.68223855,4.245651388,1.088569413,4.345178455,0.892117914,3.292118114,0.914257816,99.999948,100.0000152,99.99899276,446.4
Scenario 0262,32,13,11,0,100,495.1707876,405.7028149,90.229823,83.6,67.4,74.2,27.8,104,156,55.34393333,83.80332266,19.56518773,1.220525886,1.36023732,4.245651388,1.088569413,4.345178455,0.892117914,4.576610428,0.902233248,99.999948,100.0000152,99.99920239,513
Scenario 0263,32,13,11,100,0,495.1707876,482.2240192,89.87539644,0,0,91.7,32.7,120.9,165.7,62.85776881,82.20657987,20.34661361,1.026848037,0.558697307,4.245651388,1.088569413,4.258728602,0.89172074,3.215710579,0.898689084,99.999948,100.0000604,99.99921946,411
Scenario 0264,32,13,11,100,100,495.1707876,482.2240192,89.51949993,0,84.5,90.9,32.2,120.3,167.4,62.85776881,82.2842176,20.58365198,1.026848037,1.176198778,4.245651388,1.088569413,4.258728602,0.89172074,4.286002012,0.895129753,99.999948,100.0000604,99.99928914,495.3
Scenario 0265,32,13,12,0,0,495.1707876,405.7028149,100.927522,83.6,0,80.8,29.9,105,154.9,55.34393333,83.7721673,19.26573801,1.220525886,0.743052509,4.245651388,1.088569413,4.345178455,0.892117914,2.90476853,0.917483158,99.999948,100.0000152,99.9963349,454.2
Scenario 0266,32,13,12,0,100,495.1707876,405.7028149,99.25081238,83.6,68.8,79,29.2,104.4,156.8,55.34393333,83.84771473,19.57009293,1.220525886,1.492357836,4.245651388,1.088569413,4.345178455,0.892117914,4.10480923,0.902233248,99.999948,100.0000152,99.99719449,521.8
Scenario 0267,32,13,12,100,0,495.1707876,482.2240192,99.81562724,0,0,97.4,34.4,121.2,166.2,62.85776881,82.26118509,20.31344404,1.026848037,0.61356043,4.245651388,1.088569413,4.258728602,0.89172074,2.837037791,0.907370957,99.999948,100.0000604,99.99683138,419.2
Scenario 0268,32,13,12,100,100,495.1707876,482.2240192,99.1676226,0,85.9,95.8,33.8,121,168.4,62.85776881,82.31584119,20.59470555,1.026848037,1.299975361,4.245651388,1.088569413,4.258728602,0.89172074,3.840538454,0.901476851,99.999948,100.0000604,99.99721289,504.9
Scenario 0269,32,13,13,0,0,495.1707876,405.7028149,110.5538986,83.6,0,87.6,31.3,104.3,154.7,55.34393333,83.88997282,19.21140746,1.220525886,0.799806992,4.245651388,1.088569413,4.345178455,0.892117914,2.612593445,0.921301506,99.999948,100.0000152,99.98993658,461.5
Scenario 0270,32,13,13,0,100,495.1707876,405.7028149,108.2686126,83.6,70.4,84.6,30.5,104.2,157.3,55.34393333,83.92931413,19.56954696,1.220525886,1.622520608,4.245651388,1.088569413,4.345178455,0.892117914,3.710007326,0.902233248,99.999948,100.0000152,99.99257581,530.6
Scenario 0271,32,13,13,100,0,495.1707876,482.2240192,109.5737491,0,0,104.2,35.7,120.5,166.1,62.85776881,82.36748675,20.26529741,1.026848037,0.663771634,4.245651388,1.088569413,4.258728602,0.89172074,2.553927684,0.913123376,99.999948,100.0000604,99.99103691,426.5
Scenario 0272,32,13,13,100,100,495.1707876,482.2240192,108.3061849,0,87.6,101.5,35.1,120.8,168.9,62.85776881,82.39417174,20.59170207,1.026848037,1.415588126,4.245651388,1.088569413,4.258728602,0.89172074,3.471348987,0.902546884,99.999948,100.0000604,99.99251655,513.9
Scenario 0273,32,13,14,0,0,495.1707876,405.7028149,117.1311497,83.6,0,94.3,32,102.2,153.3,55.34393333,84.09302802,19.12593217,1.220525886,0.831585509,4.245651388,1.088569413,4.345178455,0.892117914,2.402669637,0.924811363,99.999948,100.0000152,99.98207939,465.4
Scenario 0274,32,13,14,0,100,495.1707876,405.7028149,114.2773972,83.6,72.2,90,31.2,102.7,156.6,55.34393333,84.08509571,19.53191243,1.220525886,1.706394361,4.245651388,1.088569413,4.345178455,0.892117914,3.436333533,0.902233248,99.999948,100.0000152,99.98720509,536.3
Scenario 0275,32,13,14,100,0,495.1707876,482.2240192,115.9652041,0,0,110.8,36.4,118.4,164.7,62.85776881,82.5547947,20.18491063,1.026848037,0.69162498,4.245651388,1.088569413,4.258728602,0.89172074,2.349589937,0.91558659,99.999948,100.0000604,99.98415705,430.3
Scenario 0276,32,13,14,100,100,495.1707876,482.2240192,114.3416389,0,89.4,106.9,35.8,119.3,168.2,62.85776881,82.54033111,20.55272923,1.026848037,1.489718341,4.245651388,1.088569413,4.258728602,0.89172074,3.21586363,0.902741761,99.999948,100.0000604,99.98705924,519.6
Scenario 0277,32,13,15,0,0,495.1707876,405.7028149,123.5239707,83.6,0,100.1,31.6,100.3,152.1,55.34393333,84.23768047,19.10349799,1.220525886,0.852315599,4.245651388,1.088569413,4.345178455,0.892117914,2.142874993,0.926623597,99.999948,100.0000152,99.97108586,467.7
Scenario 0278,32,13,15,0,100,495.1707876,405.7028149,120.2824879,83.6,74.9,94.4,31.1,101.6,156.2,55.34393333,84.17808059,19.55051132,1.220525886,1.781290761,4.245651388,1.088569413,4.345178455,0.892117914,3.155139894,0.902233248,99.999948,100.0000152,99.97930104,541.8
Scenario 0279,32,13,15,100,0,495.1707876,482.2240192,122.1723315,0,0,116.4,36,116.4,163.6,62.85776881,82.6874283,20.16239029,1.026848037,0.711430178,4.245651388,1.088569413,4.258728602,0.89172074,2.098359278,0.916452371,99.999948,100.0000604,99.97455604,432.4
Scenario 0280,32,13,15,100,100,495.1707876,482.2240192,120.3911874,0,92.1,111.4,35.6,118.1,167.8,62.85776881,82.62799996,20.5667102,1.026848037,1.556982253,4.245651388,1.088569413,4.258728602,0.89172074,2.946560642,0.903051686,99.999948,100.0000604,99.97895914,525
Scenario 0281,32,13,16,0,0,495.1707876,405.7028149,129.6654528,83.6,0,105.1,30.8,98,150.6,55.34393333,84.3957335,19.08521148,1.220525886,0.86049689,4.245651388,1.088569413,4.345178455,0.892117914,1.938916911,0.926506068,99.999948,100.0000152,99.95700499,468.1
Scenario 0282,32,13,16,0,100,495.1707876,405.7028149,126.3415376,83.6,78.6,98.3,30.6,100.3,155.6,55.34393333,84.27386654,19.5724342,1.220525886,1.845160449,4.245651388,1.088569413,4.345178455,0.892117914,2.837276678,0.902658962,99.999948,100.0000152,99.96769579,547
Scenario 0283,32,13,16,100,0,495.1707876,482.2240192,128.1264259,0,0,121.3,35.2,114.1,162,62.85776881,82.8307552,20.14266668,1.026848037,0.721896217,4.245651388,1.088569413,4.258728602,0.89172074,1.900351007,0.91546057,99.999948,100.0000604,99.96231155,432.6
Scenario 0284,32,13,16,100,100,495.1707876,482.2240192,126.4572211,0,95.9,115.2,35.1,116.7,167.1,62.85776881,82.71839818,20.58306788,1.026848037,1.615122739,4.245651388,1.088569413,4.258728602,0.89172074,2.647848682,0.903487533,99.999948,100.0000604,99.96746783,530
Scenario 0285,32,13,17,0,0,495.1707876,405.7028149,132.4777337,83.6,0,108.4,29.6,94.8,148.1,55.34393333,84.61857266,19.0341179,1.220525886,0.843348453,4.245651388,1.088569413,4.345178455,0.892117914,1.785958367,0.924652448,99.999948,100.0000152,99.94991362,464.5
Scenario 0286,32,13,17,0,100,495.1707876,405.7028149,129.4181545,83.6,82.8,100.8,29.8,98,153.9,55.34393333,84.43144396,19.54859697,1.220525886,1.858385542,4.245651388,1.088569413,4.345178455,0.892117914,2.587022916,0.903203965,99.999948,100.0000152,99.96027077,548.9
Scenario 0287,32,13,17,100,0,495.1707876,482.2240192,130.8059008,0,0,124.5,34,110.8,159.6,62.85776881,83.02946917,20.09129826,1.026848037,0.711379327,4.245651388,1.088569413,4.258728602,0.89172074,1.75185455,0.91292471,99.999948,100.0000604,99.9563596,428.9
Scenario 0288,32,13,17,100,100,495.1707876,482.2240192,129.5246055,0,100.1,117.8,34.3,114.3,165.5,62.85776881,82.86297801,20.55650906,1.026848037,1.629380824,4.245651388,1.088569413,4.258728602,0.89172074,2.412890194,0.903948652,99.999948,100.0000604,99.96007507,532
Scenario 0289,32,15,10,0,0,495.1707876,456.8726666,81.5232514,83.6,0,80.4,28.4,109.6,160.9,55.34393333,83.47103186,19.69594901,1.083826685,0.512860063,4.245651388,1.088569413,3.768760199,0.892117914,3.577296428,0.905742669,99.999948,100.0000431,99.9998649,462.9
Scenario 0290,32,15,10,0,100,495.1707876,456.8726666,80.85279234,83.6,79.2,80,28,108.6,162,55.34393333,83.57170986,19.89627757,1.083826685,1.014854246,4.245651388,1.088569413,3.768760199,0.892117914,4.918246097,0.898293493,99.999948,100.0000431,99.99988898,541.4
Scenario 0291,32,15,10,100,0,495.1707876,543.0448464,80.11260437,0,0,99.1,33.4,127.8,173.4,62.85776881,81.83525354,20.82968171,0.911841427,0.423224373,4.245651388,1.088569413,3.691827025,0.89172074,3.498277027,0.890069646,99.999948,100.0000199,99.99990981,433.7
Scenario 0292,32,15,10,100,100,495.1707876,543.0448464,80.0675327,0,98.5,98.7,33.1,127.1,174.8,62.85776881,81.91599322,21.0157083,0.911841427,0.882495285,4.245651388,1.088569413,3.691827025,0.89172074,4.620635456,0.889568865,99.999948,100.0000199,99.99991253,532.2
Scenario 0293,32,15,11,0,0,495.1707876,456.8726666,91.17111751,83.6,0,84.3,30.3,111.1,162.2,55.34393333,83.46559247,19.62635859,1.083826685,0.570012646,4.245651388,1.088569413,3.768760199,0.892117914,3.295315668,0.911646983,99.999948,100.0000431,99.9990414,471.5
Scenario 0294,32,15,11,0,100,495.1707876,456.8726666,90.229823,83.6,79.9,83.4,29.8,110.3,163.7,55.34393333,83.55377206,19.86605616,1.083826685,1.131195014,4.245651388,1.088569413,3.768760199,0.892117914,4.556775883,0.902233248,99.999948,100.0000431,99.99920239,550.7
Scenario 0295,32,15,11,100,0,495.1707876,543.0448464,89.75594241,0,0,103,35.3,129.3,174.7,62.85776881,81.83259667,20.768122,0.911841427,0.471715364,4.245651388,1.088569413,3.691827025,0.89172074,3.222533717,0.897494421,99.999948,100.0000199,99.99924284,442.3
Scenario 0296,32,15,11,100,100,495.1707876,543.0448464,89.58354295,0,99.2,102.2,34.8,128.8,176.4,62.85776881,81.90122945,20.99024042,0.911841427,0.986334041,4.245651388,1.088569413,3.691827025,0.89172074,4.279940532,0.895770194,99.999948,100.0000199,99.99928272,541.4
Scenario 0297,32,15,12,0,0,495.1707876,456.8726666,100.5885027,83.6,0,89.9,31.9,111.2,162.6,55.34393333,83.53113513,19.58905113,1.083826685,0.621935205,4.245651388,1.088569413,3.768760199,0.892117914,2.911043333,0.914399636,99.999948,100.0000431,99.99651667,479.2
Scenario 0298,32,15,12,0,100,495.1707876,456.8726666,99.25081238,83.6,81.3,88.2,31.3,110.7,164.6,55.34393333,83.59524932,19.87274067,1.083826685,1.241615645,4.245651388,1.088569413,3.768760199,0.892117914,4.088782959,0.902233248,99.999948,100.0000431,99.99719448,559.7
Scenario 0299,32,15,12,100,0,495.1707876,543.0448464,99.64745117,0,0,108.6,36.9,129.6,175.3,62.85776881,81.88378229,20.73982069,0.911841427,0.518792862,4.245651388,1.088569413,3.691827025,0.89172074,2.845835374,0.905841264,99.999948,100.0000199,99.99693004,450.4
Scenario 0300,32,15,12,100,100,495.1707876,543.0448464,99.22301655,0,100.6,107.1,36.4,129.5,177.5,62.85776881,81.93078553,21.00263272,0.911841427,1.090369389,4.245651388,1.088569413,3.691827025,0.89172074,3.836842983,0.901980497,99.999948,100.0000199,99.99720276,551.1
Scenario 0301,32,15,13,0,0,495.1707876,456.8726666,110.1276532,83.6,0,96.6,33.2,110.5,162.4,55.34393333,83.64209507,19.54115353,1.083826685,0.67113301,4.245651388,1.088569413,3.768760199,0.892117914,2.620343682,0.917744769,99.999948,100.0000431,99.99043976,486.3
Scenario 0302,32,15,13,0,100,495.1707876,456.8726666,108.2686125,83.6,82.9,93.8,32.5,110.5,165,55.34393333,83.67256211,19.87373552,1.083826685,1.350678804,4.245651388,1.088569413,3.768760199,0.892117914,3.697008257,0.902233248,99.999948,100.0000431,99.99257579,568.3
Scenario 0303,32,15,13,100,0,495.1707876,543.0448464,109.2790114,0,0,115.3,38.2,129,175.2,62.85776881,81.985249,20.69640123,0.911841427,0.562031792,4.245651388,1.088569413,3.691827025,0.89172074,2.563415921,0.910664163,99.999948,100.0000199,99.99137103,457.7
Scenario 0304,32,15,13,100,100,495.1707876,543.0448464,108.2758154,0,102.3,112.7,37.6,129.2,178,62.85776881,82.00668157,20.99993591,0.911841427,1.186925812,4.245651388,1.088569413,3.691827025,0.89172074,3.469338104,0.902293525,99.999948,100.0000199,99.99254768,559.8
Scenario 0305,32,15,14,0,0,495.1707876,456.8726666,116.6398554,83.6,0,103.2,33.9,108.4,161.1,55.34393333,83.83388176,19.4617944,1.083826685,0.699856462,4.245651388,1.088569413,3.768760199,0.892117914,2.416257116,0.920924263,99.999948,100.0000431,99.9829562,490.2
Scenario 0306,32,15,14,0,100,495.1707876,456.8726666,114.2773971,83.6,84.7,99.1,33.2,109,164.4,55.34393333,83.82173023,19.8373308,1.083826685,1.421378975,4.245651388,1.088569413,3.768760199,0.892117914,3.425740064,0.902233248,99.999948,100.0000431,99.98720505,574
Scenario 0307,32,15,14,100,0,495.1707876,543.0448464,115.630538,0,0,121.8,38.9,126.8,173.9,62.85776881,82.16227935,20.62145468,0.911841427,0.587004829,4.245651388,1.088569413,3.691827025,0.89172074,2.363516037,0.912939098,99.999948,100.0000199,99.9847247,461.4
Scenario 0308,32,15,14,100,100,495.1707876,543.0448464,114.3044601,0,104.1,118.1,38.4,127.7,177.3,62.85776881,82.1463705,20.96247094,0.911841427,1.24968419,4.245651388,1.088569413,3.691827025,0.89172074,3.215271318,0.902447684,99.999948,100.0000199,99.9871197,565.6
Scenario 0309,32,15,15,0,0,495.1707876,456.8726666,123.0074562,83.6,0,108.8,33.6,106.6,160,55.34393333,83.9692686,19.44203383,1.083826685,0.720662024,4.245651388,1.088569413,3.768760199,0.892117914,2.156670311,0.922737536,99.999948,100.0000431,99.97232009,492.6
Scenario 0310,32,15,15,0,100,495.1707876,456.8726666,120.2824878,83.6,87.4,103.6,33.1,107.9,164,55.34393333,83.91041303,19.85547118,1.083826685,1.485826371,4.245651388,1.088569413,3.768760199,0.892117914,3.149580151,0.902233248,99.999948,100.0000431,99.97930096,579.6
Scenario 0311,32,15,15,100,0,495.1707876,543.0448464,121.8343856,0,0,127.4,38.5,124.9,172.8,62.85776881,82.28668086,20.60115668,0.911841427,0.606135344,4.245651388,1.088569413,3.691827025,0.89172074,2.111979927,0.913910529,99.999948,100.0000199,99.97530045,463.6
Scenario 0312,32,15,15,100,100,495.1707876,543.0448464,120.3441346,0,106.8,122.6,38.2,126.6,176.9,62.85776881,82.22991756,20.97598949,0.911841427,1.307601127,4.245651388,1.088569413,3.691827025,0.89172074,2.950041094,0.902697692,99.999948,100.0000199,99.97907569,571.1
Scenario 0313,32,15,16,0,0,495.1707876,456.8726666,129.1671692,83.6,0,113.7,32.8,104.4,158.6,55.34393333,84.11727494,19.42474648,1.083826685,0.732193691,4.245651388,1.088569413,3.768760199,0.892117914,1.951819536,0.922932521,99.999948,100.0000431,99.95842733,493.1
Scenario 0314,32,15,16,0,100,495.1707876,456.8726666,126.2842944,83.6,91.1,107.4,32.6,106.6,163.4,55.34393333,84.00262692,19.87609248,1.083826685,1.542012458,4.245651388,1.088569413,3.768760199,0.892117914,2.835138777,0.902246976,99.999948,100.0000431,99.96802888,584.7
Scenario 0315,32,15,16,100,0,495.1707876,543.0448464,127.8282504,0,0,132.1,37.8,122.7,171.4,62.85776881,82.42110513,20.58241532,0.911841427,0.618318224,4.245651388,1.088569413,3.691827025,0.89172074,1.912919948,0.913323615,99.999948,100.0000199,99.96302275,464
Scenario 0316,32,15,16,100,100,495.1707876,543.0448464,126.3970783,0,110.6,126.4,37.7,125.2,176.3,62.85776881,82.31604323,20.991678,0.911841427,1.359076413,4.245651388,1.088569413,3.691827025,0.89172074,2.653816706,0.90305591,99.999948,100.0000199,99.9676811,576.2
Scenario 0317,32,15,17,0,0,495.1707876,456.8726666,132.0434408,83.6,0,116.9,31.6,101.2,156.2,55.34393333,84.3278947,19.37260732,1.083826685,0.722396435,4.245651388,1.088569413,3.768760199,0.892117914,1.798181663,0.921610748,99.999948,100.0000431,99.95104957,489.5
Scenario 0318,32,15,17,0,100,495.1707876,456.8726666,129.3452001,83.6,95.2,109.9,31.8,104.3,161.7,55.34393333,84.15369813,19.85165793,1.083826685,1.557340405,4.245651388,1.088569413,3.768760199,0.892117914,2.588217502,0.902691849,99.999948,100.0000431,99.96059972,586.5
Scenario 0319,32,15,17,100,0,495.1707876,543.0448464,130.5868211,0,0,135.2,36.6,119.4,169,62.85776881,82.60890321,20.53082397,0.911841427,0.612762032,4.245651388,1.088569413,3.691827025,0.89172074,1.763611292,0.91139287,99.999948,100.0000199,99.95667015,460.2
Scenario 0320,32,15,17,100,100,495.1707876,543.0448464,129.4525275,0,114.7,129,36.9,122.8,174.6,62.85776881,82.45422962,20.96496743,0.911841427,1.374373242,4.245651388,1.088569413,3.691827025,0.89172074,2.421432826,0.903442902,99.999948,100.0000199,99.960376,578
Scenario 0321,32,17,10,0,0,495.1707876,497.0775538,81.62869484,83.6,0,85.8,29.3,111.7,164.3,55.34393333,83.48949674,19.76240212,0.996164047,0.435888326,4.245651388,1.088569413,3.130792074,0.892117914,3.739001446,0.906914204,99.999948,100.0000617,99.99986121,474.7
Scenario 0322,32,17,10,0,100,495.1707876,497.0775538,80.87695621,83.6,88.4,85.4,28.9,110.7,165.4,55.34393333,83.59058895,19.95315717,0.996164047,0.818713005,4.245651388,1.088569413,3.130792074,0.892117914,5.203527986,0.898561967,99.999948,100.0000617,99.99988819,562.4
Scenario 0323,32,17,10,100,0,495.1707876,590.8310442,80.61349438,0,0,106.2,34.8,131.8,178.1,62.85776881,81.71578188,20.99420824,0.838092027,0.365943828,4.245651388,1.088569413,3.066806365,0.89172074,3.5892788,0.895634771,99.999948,99.99972389,99.99989636,450.9
Scenario 0324,32,17,10,100,100,495.1707876,590.8310442,80.17399759,0,109.4,105.9,34.4,131,179.3,62.85776881,81.80614642,21.16839512,0.838092027,0.723693375,4.245651388,1.088569413,3.066806365,0.89172074,4.960772255,0.890751741,99.999948,99.99972389,99.99990952,560
Scenario 0325,32,17,11,0,0,495.1707876,497.0775538,91.23352097,83.6,0,89.7,31.2,113.3,165.7,55.34393333,83.48194991,19.70102571,0.996164047,0.484662838,4.245651388,1.088569413,3.130792074,0.892117914,3.437656839,0.91227096,99.999948,100.0000617,99.9990429,483.5
Scenario 0326,32,17,11,0,100,495.1707876,497.0775538,90.229823,83.6,89.1,88.9,30.7,112.4,167.1,55.34393333,83.57072135,19.92955529,0.996164047,0.912519384,4.245651388,1.088569413,3.130792074,0.892117914,4.82369878,0.902233248,99.999948,100.0000617,99.99920239,571.8
Scenario 0327,32,17,11,100,0,495.1707876,590.8310442,90.28925786,0,0,110.1,36.7,133.4,179.4,62.85776881,81.71119153,20.93975616,0.838092027,0.408059597,4.245651388,1.088569413,3.066806365,0.89172074,3.30812722,0.902827722,99.999948,99.99972389,99.9991838,459.6
Scenario 0328,32,17,11,100,100,495.1707876,590.8310442,89.70151824,0,110.2,109.3,36.2,132.7,181,62.85776881,81.78955791,21.14924052,0.838092027,0.808999397,4.245651388,1.088569413,3.066806365,0.89172074,4.597386854,0.896949987,99.999948,99.99972389,99.99926858,569.4
Scenario 0329,32,17,12,0,0,495.1707876,497.0775538,100.5794843,83.6,0,95.2,32.8,113.4,166.1,55.34393333,83.54398749,19.67071486,0.996164047,0.529381783,4.245651388,1.088569413,3.130792074,0.892117914,3.027959404,0.914317108,99.999948,100.0000617,99.99657639,491.1
Scenario 0330,32,17,12,0,100,495.1707876,497.0775538,99.25081238,83.6,90.4,93.6,32.2,112.8,168,55.34393333,83.60851208,19.94174474,0.996164047,1.002035371,4.245651388,1.088569413,3.130792074,0.892117914,4.335125244,0.902233248,99.999948,100.0000617,99.99719448,580.6
Scenario 0331,32,17,12,100,0,495.1707876,590.8310442,100.2249522,0,0,115.7,38.3,133.7,180.1,62.85776881,81.75868275,20.91787798,0.838092027,0.449349134,4.245651388,1.088569413,3.066806365,0.89172074,2.925585301,0.911092772,99.999948,99.99972389,99.99673705,467.8
